year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price
2004,2,4,2,1,2570,2662,0,True,False,True,True,69596,Jeffrey Road,,Hallfort,10327,372328
2003,2,4,4,0,3339,3384,0,True,False,True,True,215,Carmen Alley,,Hallfort,11982,428401
2006,2,4,4,0,3339,3387,0,True,False,True,True,2746,Carmen Alley,,Hallfort,11982,422100
2006,2,2,2,0,1142,1140,0,False,False,True,True,2646,Camacho Brook,354,Hallfort,10327,176404
1986,2,4,3,0,1946,2090,0,True,False,True,True,4158,Brianna Curve,,Hallfort,10907,325082
1986,2,4,2,1,1744,1891,0,True,True,True,True,14083,Trevino Avenue,,Hallfort,11982,357843
1986,2,3,2,1,1647,1692,0,True,False,True,True,2012,Brianna Curve,,Hallfort,10907,355948
2005,2,3,2,1,2806,2915,0,True,False,True,True,1545,Wright Estates,,Hallfort,11982,388076
1988,2,3,2,1,1584,1703,0,True,False,True,True,8642,Harris Brook,,Hallfort,11982,314998
1992,1,3,2,0,965,1011,0,True,False,True,True,78635,Hall Parkways,,Hallfort,11982,286653
2014,2,4,3,0,2620,2749,0,False,False,True,True,9751,Giles Greens,,Hallfort,11982,398157
2014,2,4,3,0,2610,2741,0,False,False,True,True,1848,Giles Greens,,Hallfort,11982,400684
1987,2,3,2,0,1585,1638,0,True,True,True,True,9490,Garcia Squares,,Hallfort,11982,277197
1987,2,3,2,0,1589,1646,0,True,False,True,True,8734,Lisa Tunnel,,Hallfort,11982,277201
1985,4,4,2,1,1580,1655,0,True,False,True,True,368,Lindsay Knoll,,Hallfort,11982,303657
2005,2,3,3,0,2884,2930,0,True,False,True,True,8880,Mccann Harbor,,Hallfort,11982,415796
2004,2,3,2,1,2525,2554,0,True,False,True,True,430,Andrade Station,,Hallfort,11982,396904
1987,1,4,2,0,2046,2078,0,True,True,True,True,20519,Paul Landing,,Hallfort,11982,321297
2005,2,3,2,1,2520,2561,0,True,False,True,True,2944,Paul Landing,,Hallfort,11982,365400
2004,1,3,2,0,2135,2135,0,False,False,True,True,62,Ross Falls,,West Gerald,10712,277196
1978,1,3,1,1,1709,2050,0,True,False,True,True,586,David Island,,West Gerald,10712,210423
1959,1,3,1,0,940,985,235,False,False,True,True,335,Bob Fort,,West Gerald,10712,47878
1966,1,2,2,0,978,974,309,False,False,False,False,5792,Sanders Inlet,,West Gerald,10712,94496
2006,1,3,2,1,2389,2388,0,True,False,True,True,339,Janet Locks,,West Gerald,10712,302396
1940,1,7,2,1,3132,3699,0,False,False,True,True,479,Adams Stream,,West Gerald,10712,182701
1994,1,3,2,0,1450,1440,0,True,False,True,True,924,Pacheco Pines,,West Gerald,10712,182698
2005,1,4,2,0,1324,1316,0,False,False,True,True,91259,Curtis Street,,West Gerald,10712,113402
2004,1,4,2,0,1314,1325,0,False,False,True,True,91259,Curtis Street,,West Gerald,10712,193414
1992,1,4,2,0,1509,2062,0,False,False,True,True,2622,Savannah Glen,,West Gerald,10712,164430
1948,1,3,1,0,1443,1480,0,False,False,False,False,69676,Tamara Rapid,,West Gerald,10712,76858
1971,1,4,1,1,1195,1199,0,False,False,True,True,823,Roger Stream,,West Gerald,10712,98276
1991,1,3,2,1,2824,2822,0,False,False,True,True,6189,Mendez Divide,,West Gerald,10712,374846
2007,2,3,2,1,2592,2630,0,True,False,True,True,94961,Craig Islands,,Jenniferberg,11989,296100
1969,1,2,1,0,1184,1917,0,False,False,True,True,33733,Richardson Garden,,Julieberg,11395,81904
2005,2,5,3,0,2180,2277,0,False,False,True,True,48535,Jamie Underpass,,Jenniferberg,11989,258298
1953,1,3,1,0,1000,1425,233,False,False,True,True,64279,Amber Mount,,Jenniferberg,11989,157500
1954,1,4,4,1,1419,1564,227,False,False,False,False,131,Amber Mount,,Jenniferberg,11989,163798
1969,1,3,1,1,1115,1138,254,False,False,False,False,50969,Jessica Mills,,Jenniferberg,11989,170102
1958,1,3,1,0,1278,1747,0,False,False,False,False,199,Alyssa Meadow,,Jenniferberg,11989,149942
2014,2,2,2,0,1659,1846,0,False,False,True,True,9620,Matthews Extensions,,West Ann,10748,360356
2007,1,4,3,0,2844,3079,0,True,True,True,True,216,Johnathan Landing,,West Ann,10748,818998
2012,2,4,3,1,4211,5199,0,True,True,True,True,7290,Williams Spring,,West Ann,10748,2268001
2003,1,4,3,1,3968,4509,0,True,True,True,True,8922,Joyce Cliff,,West Ann,10748,1417499
2005,1,4,3,0,2806,3055,0,True,True,True,True,67302,Trujillo Mills,,West Ann,10748,1055249
2005,1,4,3,0,2812,3049,0,True,True,True,True,696,Joseph Villages,,West Ann,10748,982803
2002,1,4,3,1,3265,3558,0,True,True,True,True,67302,Boyd Highway,,West Ann,10748,963903
2005,2,4,3,1,5401,6639,0,True,True,True,True,8034,Cox Plain,,West Ann,10748,2015998
2003,1,3,3,0,2882,3249,0,True,True,True,True,5718,Crystal Loop,,West Ann,10748,1385998
2002,1,3,3,0,3052,3425,0,True,True,True,True,41502,Crystal Loop,,West Ann,10748,1732498
2014,2,6,4,1,5489,6406,0,True,True,True,True,638,Ellis Road,,West Ann,10748,3779998
2005,1,3,3,0,2449,2576,0,True,False,True,True,67670,Scott Hill,,West Ann,10748,510302
2004,1,5,4,1,4300,4662,0,True,True,True,True,636,Amy Courts,,West Ann,10748,1115103
1993,1,3,3,0,2270,2277,0,True,True,True,True,7808,Powell Rapids,,West Ann,10748,541800
2003,1,3,3,0,3096,3692,0,True,True,True,True,946,Brendan Dam,,West Ann,10748,1121399
1991,1,2,1,1,1324,1555,0,False,False,True,True,89,Fleming Dam,,West Ann,10748,307438
1989,1,3,1,1,1517,1641,0,False,False,True,True,48156,Richard Square,,West Ann,10748,254517
1987,1,2,1,1,1630,1852,0,True,False,True,True,6390,Holland Port,,West Ann,10748,359096
1988,1,2,1,1,1633,1848,0,True,False,True,True,2141,Holland Port,,West Ann,10748,377999
1985,1,2,3,0,2595,2592,0,True,False,True,True,176,White Camp,,West Ann,10748,526049
1988,1,4,4,0,5520,6508,0,True,True,True,True,3057,White Camp,,West Ann,10748,1826998
1995,1,3,2,1,2453,2693,0,True,True,True,True,6162,Brendan Dam,,West Ann,10748,912243
1987,1,2,2,0,1543,1779,0,False,False,True,True,464,Kelly Brook,,West Ann,10748,459904
1989,1,2,1,1,1328,1554,0,False,False,True,True,666,Holland Port,,West Ann,10748,403200
2002,1,3,2,1,2203,2358,0,True,False,True,True,51464,Lisa Track,,West Ann,10748,618657
2002,1,3,2,1,2528,2740,0,True,False,True,True,14,Fleming Dam,,West Ann,10748,493294
1991,1,4,4,0,3874,4002,0,True,True,True,True,52791,Fleming Dam,,West Ann,10748,1241098
1958,1,3,2,1,1763,2641,0,True,True,False,False,2006,Shelton Keys,,West Ann,10748,374221
1978,1,3,2,0,1360,1484,0,False,False,True,True,81,Williamson Orchard,,West Ann,10748,270904
2003,1,3,2,0,1897,1901,0,True,True,True,True,350,Erica Springs,,West Ann,10748,535497
1979,1,3,2,0,1300,1461,0,False,False,True,True,48119,Bruce Greens,,West Ann,10748,258299
1993,1,3,1,1,1590,1786,0,True,True,True,True,5358,Donovan Grove,,West Ann,10748,330748
1980,1,3,2,0,1357,1474,0,False,False,True,True,836,Rachel Crescent,,West Ann,10748,260823
1989,1,3,1,1,1399,1394,0,True,False,True,True,322,Rachel Crescent,,West Ann,10748,283498
1980,1,3,1,1,1242,1237,0,True,False,True,True,322,Kathleen Radial,,West Ann,10748,254518
2001,1,3,1,1,1783,1784,0,True,True,True,True,3828,Lisa Mission,,West Ann,10748,412023
1977,1,3,2,0,1278,1373,0,False,True,True,True,892,Lisa Mission,,West Ann,10748,195301
1979,1,3,2,0,1282,1378,0,False,True,True,True,892,Lisa Mission,,West Ann,10748,315004
1999,1,3,2,0,1691,1850,0,True,True,True,True,25,Claire Meadow,,West Ann,10748,393124
2001,1,3,2,0,1611,1728,0,True,True,True,True,57095,Erica Springs,,West Ann,10748,415800
1977,1,3,1,1,1200,1256,0,False,False,True,True,2524,Alexander Manor,,West Ann,10748,277196
1979,1,3,1,1,1244,1488,0,False,False,True,True,10938,Shelton Keys,,West Ann,10748,215457
1984,1,3,2,0,1724,2148,0,True,False,True,True,7779,Erica Springs,,West Ann,10748,277197
1989,1,3,2,0,1470,1475,0,False,True,True,True,29314,Maurice Mountain,,West Ann,10748,277198
1989,1,2,2,0,1796,1798,0,True,False,True,True,9611,Chelsea Lane,2786,East Janiceville,10006,119697
2001,1,4,2,0,1449,1448,0,True,False,True,True,84225,Rachel Crescent,,West Ann,10748,179546
1981,1,3,1,1,1272,1486,0,False,False,True,True,98270,Duran Squares,,West Ann,10748,249482
1988,1,3,1,1,1630,1720,0,False,True,True,True,756,Thomas Turnpike,,West Ann,10748,343350
1981,1,3,1,1,1405,1525,0,True,False,True,True,64596,Donovan Grove,,West Ann,10748,250741
2003,1,3,1,1,1709,1772,0,True,False,True,True,83,Jacob Spring,,West Ann,10748,346500
1992,1,3,2,0,1649,1655,0,True,False,True,True,13161,Jacob Spring,,West Ann,10748,288541
1990,1,3,2,0,1441,1625,0,True,False,True,True,4780,Eileen Crest,,West Ann,10748,313742
2004,1,3,2,0,1534,1646,0,True,True,True,True,81913,Williamson Orchard,,West Ann,10748,354060
1992,1,3,2,0,1741,1745,0,True,False,True,True,9519,Erica Springs,,West Ann,10748,289798
2000,1,3,3,0,2884,2990,0,True,True,True,True,352,Jacob Spring,,West Ann,10748,611101
1999,1,3,3,0,3079,3391,0,True,False,True,True,3890,Moody Streets,,Lewishaven,11980,1606500
2002,1,5,4,1,8309,9340,0,True,True,True,True,538,Samuel Freeway,,Lewishaven,11980,7811996
1998,1,3,2,1,2005,2031,0,True,True,True,True,1377,Cheryl Shoals,,West Ann,10748,630004
2000,1,4,2,0,1358,1475,0,True,False,True,True,64,Michelle Crossroad,,West Ann,10748,262078
1980,1,3,1,1,1465,1584,0,False,False,True,True,13,Cassandra Shoals,,West Ann,10748,315004
1963,1,2,1,1,1771,2030,438,False,True,True,True,2583,Cassandra Shoals,,West Ann,10748,277199
1997,1,5,4,0,3274,3953,0,True,True,True,True,237,Sheryl Estates,,West Ann,10748,592198
1998,1,3,1,1,1532,1575,0,True,False,True,True,404,Lopez Skyway,,West Ann,10748,107102
2004,1,1,1,0,687,786,0,False,False,True,True,16168,Timothy Summit,950,West Ann,10748,149943
2002,1,1,1,0,677,785,0,True,False,True,True,8777,Timothy Summit,1311,West Ann,10748,165064
2002,1,3,2,1,2409,2418,0,True,False,True,True,82791,Kelsey Motorway,,West Ann,10748,491404
2008,2,6,3,0,2500,2626,0,True,False,True,True,63,Myers Pine,,Jenniferberg,11989,308701
2007,2,4,2,1,2569,2619,0,False,False,True,True,356,Garner Gateway,,Jenniferberg,11989,327599
1947,1,2,0,1,525,522,0,False,False,False,False,288,Anthony Heights,,Jenniferberg,11989,56699
1993,1,4,2,0,1483,2062,0,True,False,True,True,4140,Anthony Heights,,Jenniferberg,11989,243182
1965,1,3,2,0,1352,1346,0,False,False,True,True,176,Hannah Hill,,Jenniferberg,11989,215463
1947,1,2,0,1,575,607,0,False,False,False,False,549,Anthony Heights,,Jenniferberg,11989,102057
1949,1,2,0,1,663,653,0,False,False,False,False,469,Hannah Hill,,Jenniferberg,11989,63004
2006,1,3,2,0,1982,1993,0,True,False,True,True,9598,Candace Hollow,,Jenniferberg,11989,277201
2007,2,3,2,1,1941,1944,0,True,False,True,True,121,Wells Knoll,,Jenniferberg,11989,299879
2007,2,3,2,1,1943,1940,0,True,False,True,True,256,Shaw Rue,,Jenniferberg,11989,298617
2010,1,3,2,0,1407,1592,0,True,False,True,True,3466,Christopher Cape,,Jenniferberg,11989,239401
1985,1,3,1,1,1096,1095,0,False,False,True,True,77952,Evans Motorway,,Jenniferberg,11989,214204
1988,1,2,2,0,1051,1049,0,False,False,True,True,9999,Tanya Villages,,Jenniferberg,11989,216721
1999,1,3,2,0,1282,1797,0,False,False,True,True,21330,Tran Mews,,Jenniferberg,11989,226798
2005,1,4,2,1,2066,2332,0,True,False,True,True,477,Kelley Fields,,Jenniferberg,11989,288538
2005,1,3,2,0,1879,2228,0,True,False,True,True,28502,Brooks Burgs,,Jenniferberg,11989,296099
2016,1,4,3,1,3787,4635,0,True,True,True,True,6460,Evan Cliffs,,West Ann,10748,1206454
2006,1,4,3,1,3802,4242,0,True,True,True,True,6808,Eric Village,,West Ann,10748,1190701
2006,1,3,3,0,2786,3176,0,True,True,True,True,224,Dunn Falls,,West Ann,10748,662128
2004,1,4,3,0,2639,3083,0,True,True,True,True,7746,Ramsey Forest,,West Ann,10748,674102
2006,1,3,2,1,2784,3093,0,True,False,True,True,3872,Lori Ridge,,West Ann,10748,478802
2005,2,6,3,0,2650,2905,0,True,False,True,True,487,Michelle Harbor,,Jenniferberg,11989,201602
2005,2,5,3,0,2396,2646,0,True,False,True,True,363,Clayton Brooks,,Jenniferberg,11989,301137
2005,1,5,3,0,2397,2456,0,True,True,True,True,80920,Reid Views,,Fosterberg,11235,327604
2001,1,4,2,1,3409,3618,0,True,True,True,True,37382,Nicholas Valleys,,West Ann,10748,1064699
2003,1,4,3,1,4232,4765,0,True,True,True,True,2790,Timothy Rapid,,West Ann,10748,1426949
2000,1,4,3,1,4600,5732,0,True,True,True,True,18502,Caitlin Bridge,,West Ann,10748,1745102
2004,1,3,3,0,3161,3809,0,True,True,True,True,72789,Terry Isle,,West Ann,10748,1171801
2001,1,4,4,0,4721,5561,0,True,True,True,True,960,Torres Dale,,West Ann,10748,1512003
1965,1,3,2,0,1895,1967,0,True,False,True,True,1222,Jennifer Forge,,Fosterberg,11235,252004
2003,1,4,3,0,2939,3283,0,True,True,True,True,819,Ryan Glens,,South Anthony,11353,1701003
2000,1,5,5,0,8347,9012,0,True,True,True,True,4846,Sheila Point,,West Ann,10748,2772002
2008,1,3,2,0,1838,2173,0,True,False,True,True,91604,Nicole Villages,,West Ann,10748,472499
2008,1,3,2,1,1968,2152,0,True,False,True,True,45944,Eric Valley,,West Ann,10748,679141
2009,1,2,2,0,1779,2095,0,False,True,True,True,871,Ruiz Canyon,,West Ann,10748,611104
2009,1,2,2,1,2578,2872,0,True,True,True,True,7144,Ross Falls,,West Ann,10748,776161
2006,1,3,2,1,1961,2148,0,True,False,True,True,0,Alyssa Rapid,,West Ann,10748,585903
2006,1,2,1,1,1695,1882,0,False,False,True,True,6136,Alyssa Rapid,,West Ann,10748,548101
2008,1,3,2,1,2085,2622,0,True,True,True,True,62393,Scott Island,,West Ann,10748,692999
2007,1,3,2,1,1963,2150,0,False,False,True,True,826,Scott Island,,West Ann,10748,516603
2006,1,2,2,0,2176,2354,0,True,True,True,True,19226,Jenkins Cliffs,,West Ann,10748,806396
2007,1,3,3,0,3555,4285,0,True,True,True,True,5422,Lucas Tunnel,,West Ann,10748,1159196
2003,1,2,1,1,1665,1852,0,False,False,True,True,92,Crystal Islands,,West Ann,10748,497704
2004,1,3,2,1,1913,2141,0,True,False,True,True,69540,Joseph Light,,West Ann,10748,502740
2005,1,2,2,0,2167,2380,0,True,False,True,True,45735,Stevenson Union,,West Ann,10748,440996
2004,1,2,2,0,2168,2380,0,True,False,True,True,45735,Stevenson Union,,West Ann,10748,365400
2005,1,3,2,1,1612,1932,0,False,False,True,True,577,Jenkins Cliffs,,West Ann,10748,403204
1994,1,3,1,1,1093,1251,0,False,False,True,True,6751,Aguilar Underpass,,Jenniferberg,11989,223024
2000,1,3,1,1,1214,1217,0,False,False,False,False,762,Deborah Harbors,,Jenniferberg,11989,201602
2015,1,3,3,0,2802,3030,0,True,True,True,True,7018,Williams Ferry,,West Ann,10748,755998
2004,1,2,1,1,1372,1553,0,True,False,True,True,55813,Pierce Fork,,West Ann,10748,352797
2005,1,4,4,0,4138,5239,0,True,True,True,True,30891,Ayers Manor,,West Ann,10748,1537204
2003,1,3,3,0,2612,3243,0,True,True,True,True,8264,Angela Harbor,,West Ann,10748,982796
2007,1,4,3,1,4375,4941,0,True,True,True,True,7747,Rosales Brook,,West Ann,10748,1606500
2002,1,3,2,1,2378,2582,0,True,True,True,True,616,Robinson Burgs,,West Ann,10748,642603
1996,1,4,3,1,3445,3960,0,True,True,True,True,4643,Schwartz Court,,West Ann,10748,984057
1991,1,3,1,1,1904,2021,0,True,False,True,True,3037,Schwartz Court,,West Ann,10748,529203
2005,1,4,3,1,8011,11302,0,True,True,True,True,74835,Courtney Square,,West Ann,10748,5077800
1998,1,4,3,1,3540,4060,0,True,True,True,True,431,Fleming Dam,,West Ann,10748,1304097
2001,1,4,4,1,3007,3344,0,True,True,True,True,664,Bartlett Mills,,West Ann,10748,1006743
1991,1,2,3,0,2852,3046,0,True,False,True,True,5128,Travis Hills,,West Ann,10748,661497
1990,1,4,4,0,2984,3267,0,True,False,True,True,30521,Fleming Dam,,West Ann,10748,881998
2003,1,2,1,1,1211,1254,0,False,True,True,True,755,Jennifer Ramp,,Lewishaven,11071,312479
2002,1,2,1,1,1860,2145,0,True,False,True,True,815,Hart Vista,,Lewishaven,11071,447302
2002,1,3,2,1,2063,2341,0,False,False,True,True,819,Hernandez Overpass,,Lewishaven,11071,447298
2004,1,3,1,1,2052,2301,0,False,True,True,True,655,Harris Mountains,,Lewishaven,11071,691744
2002,1,2,2,1,2475,2867,0,False,True,True,True,193,Joseph Grove,,Lewishaven,11071,617400
2002,1,2,1,1,1867,2149,0,False,False,True,True,4310,Joseph Grove,,Lewishaven,11071,406354
2002,1,2,1,1,1014,1106,0,False,False,True,True,8771,Sarah Underpass,,Lewishaven,11071,289796
2002,1,2,1,1,1235,1369,0,False,False,True,True,85694,Sarah Underpass,,Lewishaven,11071,270900
1999,1,3,1,1,1664,1749,0,False,False,True,True,6399,Delgado Lodge,,Lewishaven,11071,345240
2001,1,2,1,1,1618,1918,0,False,False,True,True,7659,Evelyn Keys,,Lewishaven,11071,352799
1998,1,2,1,1,2034,2292,0,False,False,True,True,1571,Mullins Via,,Lewishaven,11071,440997
1998,1,2,1,1,2032,2294,0,False,False,True,True,1571,Mullins Via,,Lewishaven,11071,412648
2000,1,2,1,1,2142,2353,0,False,False,True,True,92,Hopkins Glen,,Lewishaven,11071,434696
1999,1,3,2,0,2045,2219,0,False,False,True,True,7008,Michael Inlet,,Lewishaven,11071,385562
1999,1,2,1,1,1870,2143,0,False,False,True,True,561,Zachary Glen,,Lewishaven,11071,428399
2001,1,3,1,1,1661,1806,0,True,False,True,True,1522,Salas Mission,,Lewishaven,11071,393120
2001,1,2,2,0,1290,1434,0,False,False,True,True,399,Sarah Freeway,,Lewishaven,11071,327601
2002,1,2,1,1,1210,1476,0,False,False,True,True,8023,James Garden,,Lewishaven,11071,296103
2006,2,5,3,0,3159,3224,0,True,False,True,True,252,Frye Gateway,,South Anthony,10984,377999
2008,1,5,2,1,2921,3254,0,True,False,True,True,72357,Hannah Mountains,,South Anthony,10984,330116
2006,1,3,2,0,1898,1903,0,True,False,True,True,23779,Johnson Rapid,,South Anthony,10984,283504
2007,2,5,3,0,3161,3214,0,True,False,True,True,7592,Thomas Loaf,,South Anthony,10984,264600
2008,2,5,3,0,3167,3222,0,True,False,True,True,7592,Thomas Loaf,,South Anthony,10984,327604
2007,2,5,2,1,3365,3404,0,True,False,True,True,1588,Jones Avenue,,South Anthony,10984,414540
1998,1,3,2,1,2437,2673,0,True,False,True,True,7186,Glover Courts,,Lewishaven,11071,452966
2008,1,3,2,0,1892,1893,0,True,False,True,True,12074,Long Run,,South Anthony,10984,274680
2006,2,4,3,0,2044,2216,0,True,False,True,True,20031,Frank Courts,,South Anthony,10984,308698
2006,1,4,3,1,2847,2984,0,True,False,True,True,61434,Tyler Fort,,South Anthony,10984,346502
2007,1,5,2,1,3357,3402,0,True,True,True,True,754,Cross Ridges,,South Anthony,10984,396901
2005,1,4,2,0,1571,1683,0,True,False,True,True,844,Marc Avenue,,South Anthony,10984,270903
2006,1,4,2,0,1578,1684,0,True,False,True,True,844,Marc Avenue,,South Anthony,10984,270897
2005,1,4,3,1,2850,2991,0,True,False,True,True,95755,Marc Avenue,,South Anthony,10984,327601
2004,1,4,2,1,2111,2229,0,True,False,True,True,490,Tammy Streets,,South Anthony,10984,245702
1966,1,3,2,0,2425,3884,0,False,True,False,False,5987,Barbara Cape,,Fosterberg,11235,755998
2003,1,2,1,1,1114,1178,0,False,False,True,True,21281,Ricky Lakes,,Lewishaven,11071,282239
2003,1,2,1,1,1106,1258,0,False,False,True,True,5557,Kramer Route,,Lewishaven,11071,258303
2004,1,2,1,1,1113,1296,0,False,False,True,True,7008,Bruce Trail,,Lewishaven,11071,289796
2002,1,2,1,1,1134,1279,0,False,False,True,True,4528,Rojas Valley,,Lewishaven,11071,264602
1997,1,3,2,1,2431,2672,0,True,True,True,True,685,Glover Courts,,Lewishaven,11071,491404
1996,1,2,2,1,2582,2922,0,False,False,True,True,315,Adrian Ways,,Lewishaven,11071,502741
1996,1,3,2,1,2271,2613,0,False,False,True,True,1620,Christopher Court,,Lewishaven,11071,414544
1993,1,3,3,0,2181,2376,0,True,True,True,True,932,Michele Club,,Lewishaven,11071,463046
1998,1,2,1,1,2030,2295,0,False,False,True,True,387,Ortiz Center,,Lewishaven,11071,568263
1994,1,2,1,1,1529,1734,0,False,True,True,True,650,Tucker Light,,Lewishaven,11071,384302
1995,1,2,1,1,1526,1872,0,True,False,True,True,526,Miller Trail,,Lewishaven,11071,313741
1993,1,2,2,0,1786,2047,0,True,False,True,True,38,Osborne Port,,Lewishaven,11071,289800
1995,1,2,1,1,1156,1303,0,False,False,True,True,52436,Potter Neck,,Lewishaven,11071,284758
1994,1,2,1,1,1651,1807,0,False,False,True,True,9875,Ortiz Center,,Lewishaven,11071,307436
1994,1,2,1,1,1299,1484,0,False,False,True,True,50,Jason Alley,,Lewishaven,11071,335164
1998,1,2,1,1,2027,2517,0,False,False,True,True,32126,Bernard Hollow,,Lewishaven,11071,497699
1993,1,1,0,1,1066,1175,0,False,False,True,True,7271,Katherine Passage,,Lewishaven,11071,233101
2004,1,3,2,1,2419,2657,0,False,True,True,True,11278,Geoffrey Mills,,Lewishaven,11071,566999
2003,1,3,2,1,1884,2162,0,False,False,True,True,94582,Geoffrey Mills,,Lewishaven,11071,440999
1993,1,2,1,1,1553,1729,0,False,False,True,True,415,Patterson Ridge,,Lewishaven,11071,301140
1993,1,2,1,1,2122,2356,0,False,True,True,True,1405,Poole Tunnel,,Lewishaven,11071,617402
1992,1,2,2,1,2412,2734,0,True,False,True,True,8787,Decker Pass,,Lewishaven,11071,472500
1993,1,3,2,1,2026,2221,0,False,False,True,True,107,Holly Club,,Lewishaven,11071,563217
1993,1,2,2,0,1832,2033,0,False,False,True,True,7288,Carlson Forest,,Lewishaven,11071,332636
1992,1,2,1,1,1531,1859,0,False,False,True,True,21281,Banks Ports,,Lewishaven,11071,306183
1999,1,3,2,1,2437,2677,0,True,False,True,True,7894,Martin Mountain,,Lewishaven,11071,503996
2005,1,4,2,0,1317,1442,0,False,False,True,True,3137,Campbell Field,,Leahview,11932,138599
1971,1,5,3,0,1867,2179,0,False,False,True,True,1617,Bob Fort,,Leahview,11932,132300
2001,1,3,2,0,1517,1511,597,False,False,True,True,85915,Johnson Route,,Leahview,11932,95758
2004,2,3,2,1,2524,2550,0,True,False,True,True,1872,Taylor Lodge,,Hallfort,11982,396896
1997,1,4,3,0,1488,1481,0,False,False,True,True,685,Phillip Bypass,,Lewishaven,11071,327599
1995,1,3,2,0,1642,1792,0,True,True,True,True,847,Lori Fork,,Lewishaven,11071,362879
2011,1,3,3,0,1939,2021,0,False,False,True,True,6655,Lester Highway,,Lewishaven,11071,447302
2011,1,4,2,0,1768,1831,0,False,False,True,True,580,Lester Highway,,Lewishaven,11071,394384
2014,1,4,3,0,2688,3197,0,True,False,True,True,1770,Robert Station,,Lewishaven,11071,521638
2014,1,4,2,0,2957,3244,0,True,False,True,True,26664,George Mission,,Lewishaven,11071,586527
2005,1,4,3,1,2858,3407,0,True,True,True,True,38590,Cruz Course,,Lewishaven,11071,631887
2001,1,3,2,0,2209,2801,0,True,True,True,True,716,Lisa Square,,Lewishaven,11071,565740
2001,1,4,3,0,2512,3110,0,True,True,True,True,40881,Lisa Square,,Lewishaven,11071,671584
2006,2,3,3,0,2892,2940,0,True,False,True,True,53914,Barrett Locks,,Hallfort,11982,359103
2002,1,3,2,1,2477,2940,0,False,True,True,True,18356,Lisa Square,,Lewishaven,11071,556924
2010,2,2,1,1,1604,1785,0,False,False,True,True,70446,Mckinney Bridge,,Lewishaven,11071,248847
2010,2,2,1,1,1597,1784,0,False,False,True,True,3,Mckinney Bridge,,Lewishaven,11071,265860
2015,1,3,2,1,1898,1965,0,False,False,True,True,84708,Hall Flat,,Hallfort,11982,414543
2015,1,3,2,1,1906,1971,0,False,False,True,True,9880,Hall Flat,,Hallfort,11982,418317
2015,1,3,2,1,1905,1965,0,False,False,True,True,82564,Frank Canyon,,Hallfort,11982,420836
2015,1,3,2,0,2563,2616,0,False,False,True,True,153,Frank Canyon,,Hallfort,11982,457376
2015,1,4,2,1,2006,2059,0,False,False,True,True,609,Frank Canyon,,Hallfort,11982,442886
2014,1,3,2,0,2347,2416,0,False,False,True,True,77985,Frank Canyon,,Hallfort,11982,449821
1983,1,2,2,0,1541,1541,0,False,False,True,True,18259,Patricia Valleys,,Clarkberg,11084,144899
1982,1,2,2,0,1438,1440,0,False,False,True,True,8025,Patricia Valleys,,Clarkberg,11084,163801
1982,1,2,2,0,1901,1912,0,False,False,True,True,31,Amanda Expressway,,Clarkberg,11084,148681
1987,1,2,2,0,1784,2541,0,False,False,True,True,69013,Vanessa Rest,,Clarkberg,11084,176401
1978,1,2,2,0,1343,1345,675,False,False,True,True,4927,Gutierrez Skyway,,Clarkberg,11084,69298
1980,1,2,1,1,1439,1438,723,False,False,True,True,9423,Brown Greens,,Clarkberg,11084,44098
1986,1,2,1,1,1441,1437,771,False,False,True,True,199,Brown Greens,,Clarkberg,11084,57960
1980,1,2,2,0,1445,1440,1020,False,False,True,False,669,Sanchez Shoal,,Clarkberg,11084,50404
1979,1,2,2,0,1366,1374,616,False,False,True,True,3380,Gutierrez Skyway,,Clarkberg,11084,57961
1984,1,3,2,0,1773,1785,0,True,False,True,True,34110,Lee Station,,Hallfort,11982,412017
1987,1,4,1,1,1809,1805,0,True,False,True,True,80100,Gary Neck,,Hallfort,11982,420843
1970,1,2,2,1,1203,1196,452,False,False,True,True,11327,Shelton Ramp,,Clarkberg,11084,37804
1964,1,2,1,1,983,1496,427,False,False,True,True,6966,Mccormick Trail,,Clarkberg,11084,62372
1980,1,2,2,0,1466,1468,778,False,False,True,True,671,Cain Valleys,,Clarkberg,11084,144897
1986,1,2,2,0,1245,1242,836,False,False,True,True,2769,Steven Cape,,Clarkberg,11084,69302
1971,1,2,1,1,1141,1146,0,False,False,True,True,70,James Shoals,,Clarkberg,11084,35910
1980,1,2,1,1,1152,1155,963,False,False,True,True,595,Gutierrez Skyway,,Clarkberg,11084,30239
1979,1,2,2,0,1441,1440,664,False,False,True,True,35,David Estates,,Clarkberg,11084,50404
1965,1,2,1,1,625,627,0,False,False,True,True,2134,Trevino Roads,,Clarkberg,11084,20163
2005,1,3,1,1,1718,1901,0,True,False,True,True,43260,Robert Fort,,South Anthony,10984,245697
1977,1,2,1,1,669,761,563,False,False,True,True,36530,Richardson Garden,,Clarkberg,11084,42840
2013,1,4,3,0,2789,3045,0,True,False,True,True,28649,George Light,,South Anthony,10984,420210
2015,1,4,3,0,2978,3221,0,True,False,True,True,325,George Light,,South Anthony,10984,406978
